atc_level_01_code,atc_level_02_code,atc_level_03_code,atc_level_04_code,atc_level_05_code,atc_level_01_name,atc_level_02_name,atc_level_03_name,atc_level_04_name,atc_level_05_name
QI,QI01,QI01A,QI01AD,QI01AD01,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Live viral vaccines,avian rhinotracheitis virus
QI,QI01,QI01A,QI01AD,QI01AD02,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Live viral vaccines,avian encephalomyelitis virus
QI,QI01,QI01A,QI01AD,QI01AD03,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Live viral vaccines,avian herpes virus (marek's disease)
QI,QI01,QI01A,QI01AD,QI01AD04,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Live viral vaccines,chicken anaemia virus
QI,QI01,QI01A,QI01AD,QI01AD05,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Live viral vaccines,avian adenovirus
QI,QI01,QI01A,QI01AD,QI01AD06,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Live viral vaccines,newcastle disease virus / paramyxovirus
QI,QI01,QI01A,QI01AD,QI01AD07,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Live viral vaccines,avian infectious bronchitis virus
QI,QI01,QI01A,QI01AD,QI01AD08,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Live viral vaccines,avian infectious laryngotracheitis virus
QI,QI01,QI01A,QI01AD,QI01AD09,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Live viral vaccines,avian infectious bursal disease virus (gumboro disease)
QI,QI01,QI01A,QI01AD,QI01AD10,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Live viral vaccines,avian reovirus
QI,QI01,QI01A,QI01AD,QI01AD11,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Live viral vaccines,newcastle disease virus /paramyxovirus + avian infectious bronchitis virus
QI,QI01,QI01A,QI01AD,QI01AD12,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Live viral vaccines,avian pox virus
QI,QI01,QI01A,QI01AD,QI01AD13,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Live viral vaccines,avian leucosis virus
QI,QI01,QI01A,QI01AD,QI01AD14,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Live viral vaccines,avian reticuloendotheliosis
QI,QI01,QI01A,QI01AD,QI01AD15,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Live viral vaccines,avian infectious bursal disease virus (gumboro disease) + avian herpes virus (marek's disease)
QI,QI01,QI01A,QI01AD,QI01AD16,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Live viral vaccines,avian herpes virus (marek's disease) + avian infectious bursal disease virus (gumboro disease) + newcastle disease virus/paramyxovirus
QI,QI01,QI01A,QI01AD,QI01AD17,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Live viral vaccines,avian herpes virus (marek's disease) + avian infectious laryngotracheitis virus + newcastle disease virus/paramyxovirus
QI,QI01,QI01A,QI01AD,QI01AD18,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Live viral vaccines,avian herpes virus (marek's disease) + avian infectious laryngotracheitis virus + avian infectious bursal disease virus (gumboro) disease
QI,QI01,QI01A,QI01AD,QI01AD19,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Live viral vaccines,avian herpes virus (marek's disease) + avian infectious laryngotracheitis virus
QI,QI01,QI01A,QI01AE,QI01AE01,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Live bacterial vaccines,salmonella
QI,QI01,QI01A,QI01AE,QI01AE02,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Live bacterial vaccines,pasteurella
QI,QI01,QI01A,QI01AE,QI01AE03,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Live bacterial vaccines,mycoplasma
QI,QI01,QI01A,QI01AE,QI01AE04,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Live bacterial vaccines,escherichia
QI,QI01,QI01A,QI01AE,QI01AE05,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Live bacterial vaccines,erysipelothrix
QI,QI01,QI01A,QI01AF,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Live bacterial and viral vaccines,NA
QI,QI01,QI01A,QI01AG,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Live and inactivated bacterial vaccines,NA
QI,QI01,QI01A,QI01AH,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Live and inactivated viral vaccines,NA
QI,QI01,QI01A,QI01AI,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Live viral and inactivated bacterial vaccines,NA
QI,QI01,QI01A,QI01AJ,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Live and inactivated viral and bacterial vacciness,NA
QI,QI01,QI01A,QI01AK,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Inactivated viral and live bacterial vaccines,NA
QI,QI01,QI01A,QI01AL,QI01AL01,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Inactivated viral and inactivated bacterial vaccines,newcastle disease virus / paramyxovirus + escherichia + pasteurella
QI,QI01,QI01A,QI01AL,QI01AL02,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Inactivated viral and inactivated bacterial vaccines,newcastle disease virus / paramyxovirus + avian infectious bronchitis virus + haemophilus
QI,QI01,QI01A,QI01AL,QI01AL03,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Inactivated viral and inactivated bacterial vaccines,newcastle disease virus / paramyxovirus + haemophilus
QI,QI01,QI01A,QI01AL,QI01AL04,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Inactivated viral and inactivated bacterial vaccines,newcastle disease virus / paramyxovirus + pasteurella
QI,QI01,QI01A,QI01AL,QI01AL05,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Inactivated viral and inactivated bacterial vaccines,newcastle disease virus / paramyxovirus + avian infectious bronchitis virus + avian adenovirus + haemophilus
QI,QI01,QI01A,QI01AL,QI01AL06,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Inactivated viral and inactivated bacterial vaccines,newcastle disease virus / paramyxovirus + avian infectious bronchitis virus + escherichia + pasteurella
QI,QI01,QI01A,QI01AL,QI01AL07,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Inactivated viral and inactivated bacterial vaccines,newcastle disease virus/paramyxovirus + salmonella + pasteurella
QI,QI01,QI01A,QI01AM,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,"Antisera, immunoglobulin preparations, and antitoxins",NA
QI,QI01,QI01A,QI01AN,QI01AN01,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Live parasitic vaccines,coccidia
QI,QI01,QI01A,QI01AO,QI01AO01,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Inactivated parasitic vaccines,coccidia
QI,QI01,QI01A,QI01AP,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Live fungal vaccines,NA
QI,QI01,QI01A,QI01AQ,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Inactivated fungal vaccines,NA
QI,QI01,QI01A,QI01AR,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,In vivo diagnostic preparations,NA
QI,QI01,QI01A,QI01AS,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Allergens,NA
QI,QI01,QI01A,QI01AU,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Other live vaccines,NA
QI,QI01,QI01A,QI01AV,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Other inactivated vaccines,NA
QI,QI01,QI01A,QI01AX,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DOMESTIC FOWL,Other immunologicals,NA
QI,QI01,QI01B,QI01BA,QI01BA01,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DUCK,Inactivated viral vaccines,duck parvovirus + goose parvovirus
QI,QI01,QI01B,QI01BB,QI01BB01,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DUCK,"Inactivated bacterial vaccines (including mycoplasma, toxoid and chlamydia)",clostridium
QI,QI01,QI01B,QI01BC,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DUCK,Inactivated bacterial vaccines and antisera,NA
QI,QI01,QI01B,QI01BD,QI01BD01,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DUCK,Live viral vaccines,duck enteritis virus
QI,QI01,QI01B,QI01BD,QI01BD02,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DUCK,Live viral vaccines,duck hepatitis virus
QI,QI01,QI01B,QI01BD,QI01BD03,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DUCK,Live viral vaccines,duck parvovirus
QI,QI01,QI01B,QI01BE,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DUCK,Live bacterial vaccines,NA
QI,QI01,QI01B,QI01BF,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DUCK,Live bacterial and viral vaccines,NA
QI,QI01,QI01B,QI01BG,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DUCK,Live and inactivated bacterial vaccines,NA
QI,QI01,QI01B,QI01BH,QI01BH01,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DUCK,Live and inactivated viral vaccines,live goose parvovirus + inactivated duck parvovirus
QI,QI01,QI01B,QI01BI,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DUCK,Live viral and inactivated bacterial vaccines,NA
QI,QI01,QI01B,QI01BJ,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DUCK,Live and inactivated viral and bacterial vaccines,NA
QI,QI01,QI01B,QI01BK,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DUCK,Inactivated viral and live bacterial vaccines,NA
QI,QI01,QI01B,QI01BL,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DUCK,Inactivated viral and inactivated bacterial vaccines,NA
QI,QI01,QI01B,QI01BM,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DUCK,"Antisera, immunoglobulin preparations, and antitoxins",NA
QI,QI01,QI01B,QI01BN,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DUCK,Live parasitic vaccines,NA
QI,QI01,QI01B,QI01BO,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DUCK,Inactivated parasitic vaccines,NA
QI,QI01,QI01B,QI01BP,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DUCK,Live fungal vaccines,NA
QI,QI01,QI01B,QI01BQ,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DUCK,Inactivated fungal vaccines,NA
QI,QI01,QI01B,QI01BR,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DUCK,In vivo diagnostic preparations,NA
QI,QI01,QI01B,QI01BS,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DUCK,Allergens,NA
QI,QI01,QI01B,QI01BU,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DUCK,Other live vaccines,NA
QI,QI01,QI01B,QI01BV,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DUCK,Other inactivated vaccines,NA
QI,QI01,QI01B,QI01BX,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,DUCK,Other immunologicals,NA
QI,QI01,QI01C,QI01CA,QI01CA01,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,TURKEY,Inactivated viral vaccines,turkey paramyxovirus
QI,QI01,QI01C,QI01CA,QI01CA02,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,TURKEY,Inactivated viral vaccines,turkey paramyxovirus + turkey rhinotracheitis virus
QI,QI01,QI01C,QI01CA,QI01CA03,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,TURKEY,Inactivated viral vaccines,newcastle disease virus / paramyxovirus + avian adenovirus
QI,QI01,QI01C,QI01CB,QI01CB01,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,TURKEY,"Inactivated bacterial vaccines (including mycoplasma, toxoid and chlamydia)",pasteurella + erysipelothrix
QI,QI01,QI01C,QI01CB,QI01CB02,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,TURKEY,"Inactivated bacterial vaccines (including mycoplasma, toxoid and chlamydia)",erysipelothrix
QI,QI01,QI01C,QI01CC,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,TURKEY,Inactivated bacterial vaccines and antisera,NA
QI,QI01,QI01C,QI01CD,QI01CD01,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,TURKEY,Live viral vaccines,turkey rhinotracheitis virus
QI,QI01,QI01C,QI01CD,QI01CD02,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,TURKEY,Live viral vaccines,turkey herpes virus
QI,QI01,QI01C,QI01CE,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,TURKEY,Live bacterial vaccines,NA
QI,QI01,QI01C,QI01CF,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,TURKEY,Live bacterial and viral vaccines,NA
QI,QI01,QI01C,QI01CG,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,TURKEY,Live and inactivated bacterial vaccines,NA
QI,QI01,QI01C,QI01CH,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,TURKEY,Live and inactivated viral vaccines,NA
QI,QI01,QI01C,QI01CI,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,TURKEY,Live viral and inactivated bacterial vaccines,NA
QI,QI01,QI01C,QI01CJ,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,TURKEY,Live and inactivated viral and bacterial vaccines,NA
QI,QI01,QI01C,QI01CK,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,TURKEY,Inactivated viral and live bacterial vaccines,NA
QI,QI01,QI01C,QI01CL,QI01CL01,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,TURKEY,Inactivated viral and inactivated bacterial vaccines,newcastle disease virus / paramyxovirus + avian adenovirus + avian influenza virus + pasteurella
QI,QI01,QI01C,QI01CM,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,TURKEY,"Antisera, immunoglobulin preparations, and antitoxins",NA
QI,QI01,QI01C,QI01CN,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,TURKEY,Live parasitic vaccines,NA
QI,QI01,QI01C,QI01CO,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,TURKEY,Inactivated parasitic vaccines,NA
QI,QI01,QI01C,QI01CP,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,TURKEY,Live fungal vaccines,NA
QI,QI01,QI01C,QI01CQ,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,TURKEY,Inactivated fungal vaccines,NA
QI,QI01,QI01C,QI01CR,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,TURKEY,In vivo diagnostic preparations,NA
QI,QI01,QI01C,QI01CS,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,TURKEY,Allergens,NA
QI,QI01,QI01C,QI01CU,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,TURKEY,Other live vaccines,NA
QI,QI01,QI01C,QI01CV,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,TURKEY,Other inactivated vaccines,NA
QI,QI01,QI01C,QI01CX,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,TURKEY,Other immunologicals,NA
QI,QI01,QI01D,QI01DA,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,GOOSE,Inactivated viral vaccines,NA
QI,QI01,QI01D,QI01DB,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,GOOSE,"Inactivated bacterial vaccines (including mycoplasma, toxoid and chlamydia)",NA
QI,QI01,QI01D,QI01DC,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,GOOSE,Inactivated bacterial vaccines and antisera,NA
QI,QI01,QI01D,QI01DD,QI01DD01,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,GOOSE,Live viral vaccines,goose parvovirus
QI,QI01,QI01D,QI01DE,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,GOOSE,Live bacterial vaccines,NA
QI,QI01,QI01D,QI01DF,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,GOOSE,Live bacterial and viral vaccines,NA
QI,QI01,QI01D,QI01DG,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,GOOSE,Live and inactivated bacterial vaccines,NA
QI,QI01,QI01D,QI01DH,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,GOOSE,Live and inactivated viral vaccines,NA
QI,QI01,QI01D,QI01DI,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,GOOSE,Live viral and inactivated bacterial vaccines,NA
QI,QI01,QI01D,QI01DJ,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,GOOSE,Live and inactivated viral and bacterial vaccines,NA
QI,QI01,QI01D,QI01DK,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,GOOSE,Inactivated viral and live bacterial vaccines,NA
QI,QI01,QI01D,QI01DL,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,GOOSE,Inactivated viral and inactivated bacterial vaccines,NA
QI,QI01,QI01D,QI01DM,QI01DM01,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,GOOSE,"Antisera, immunoglobulin preparations, and antitoxins",goose parvovirus antiserum
QI,QI01,QI01D,QI01DN,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,GOOSE,Live parasitic vaccines,NA
QI,QI01,QI01D,QI01DO,NA,IMMUNOLOGICALS,IMMUNOLOGICALS FOR AVES,GOOSE,Inactivated parasitic vaccines,NA
