atc_level_01_code,atc_level_02_code,atc_level_03_code,atc_level_04_code,atc_level_05_code,atc_level_01_name,atc_level_02_name,atc_level_03_name,atc_level_04_name,atc_level_05_name
QH,QH01,QH01A,QH01AC,QH01AC08,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,Somatropin and somatropin agonists,somatrogon
QH,QH01,QH01A,QH01AC,QH01AC09,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,Somatropin and somatropin agonists,lonapegsomatropin
QH,QH01,QH01A,QH01AX,QH01AX01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,Other anterior pituitary lobe hormones and analogues,pegvisomant
QH,QH01,QH01A,QH01AX,QH01AX90,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,Other anterior pituitary lobe hormones and analogues,capromorelin
QH,QH01,QH01B,QH01BA,QH01BA01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,POSTERIOR PITUITARY LOBE HORMONES,Vasopressin and analogues,vasopressin (argipressin)
QH,QH01,QH01B,QH01BA,QH01BA02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,POSTERIOR PITUITARY LOBE HORMONES,Vasopressin and analogues,desmopressin
QH,QH01,QH01B,QH01BA,QH01BA03,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,POSTERIOR PITUITARY LOBE HORMONES,Vasopressin and analogues,lypressin
QH,QH01,QH01B,QH01BA,QH01BA04,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,POSTERIOR PITUITARY LOBE HORMONES,Vasopressin and analogues,terlipressin
QH,QH01,QH01B,QH01BA,QH01BA05,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,POSTERIOR PITUITARY LOBE HORMONES,Vasopressin and analogues,ornipressin
QH,QH01,QH01B,QH01BB,QH01BB01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,POSTERIOR PITUITARY LOBE HORMONES,Oxytocin and analogues,demoxytocin
QH,QH01,QH01B,QH01BB,QH01BB02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,POSTERIOR PITUITARY LOBE HORMONES,Oxytocin and analogues,oxytocin
QH,QH01,QH01B,QH01BB,QH01BB03,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,POSTERIOR PITUITARY LOBE HORMONES,Oxytocin and analogues,carbetocin
QH,QH01,QH01C,QH01CA,QH01CA01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Gonadotropin-releasing hormones,gonadorelin
QH,QH01,QH01C,QH01CA,QH01CA02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Gonadotropin-releasing hormones,nafarelin
QH,QH01,QH01C,QH01CA,QH01CA90,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Gonadotropin-releasing hormones,buserelin
QH,QH01,QH01C,QH01CA,QH01CA91,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Gonadotropin-releasing hormones,fertirelin
QH,QH01,QH01C,QH01CA,QH01CA92,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Gonadotropin-releasing hormones,lecirelin
QH,QH01,QH01C,QH01CA,QH01CA93,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Gonadotropin-releasing hormones,deslorelin
QH,QH01,QH01C,QH01CA,QH01CA94,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Gonadotropin-releasing hormones,azagly-nafarelin
QH,QH01,QH01C,QH01CA,QH01CA95,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Gonadotropin-releasing hormones,peforelin
QH,QH01,QH01C,QH01CA,QH01CA96,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Gonadotropin-releasing hormones,salmon gonadotropin releasing hormone analogue
QH,QH01,QH01C,QH01CA,QH01CA97,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Gonadotropin-releasing hormones,triptorelin
QH,QH01,QH01C,QH01CA,QH01CA98,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Gonadotropin-releasing hormones,alarelin
QH,QH01,QH01C,QH01CB,QH01CB01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Somatostatin and analogues,somatostatin
QH,QH01,QH01C,QH01CB,QH01CB02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Somatostatin and analogues,octreotide
QH,QH01,QH01C,QH01CB,QH01CB03,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Somatostatin and analogues,lanreotide
QH,QH01,QH01C,QH01CB,QH01CB04,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Somatostatin and analogues,vapreotide
QH,QH01,QH01C,QH01CB,QH01CB05,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Somatostatin and analogues,pasireotide
QH,QH01,QH01C,QH01CC,QH01CC01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Anti-gonadrotropin-releasing hormones,ganirelix
QH,QH01,QH01C,QH01CC,QH01CC02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Anti-gonadrotropin-releasing hormones,cetrorelix
QH,QH01,QH01C,QH01CC,QH01CC03,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Anti-gonadrotropin-releasing hormones,elagolix
QH,QH01,QH01C,QH01CC,QH01CC04,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Anti-gonadrotropin-releasing hormones,linzagolix
QH,QH01,QH01C,QH01CC,QH01CC53,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Anti-gonadrotropin-releasing hormones,"elagolix, estradiol and norethisterone"
QH,QH01,QH01C,QH01CC,QH01CC54,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Anti-gonadrotropin-releasing hormones,"relugolix, estradiol and norethisterone"
QH,QH02,QH02A,QH02AA,QH02AA01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Mineralocorticoids,aldosterone
QH,QH02,QH02A,QH02AA,QH02AA02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Mineralocorticoids,fludrocortisone
QH,QH02,QH02A,QH02AA,QH02AA03,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Mineralocorticoids,desoxycortone
QH,QH02,QH02A,QH02AB,QH02AB01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,betamethasone
QH,QH02,QH02A,QH02AB,QH02AB02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,dexamethasone
QH,QH02,QH02A,QH02AB,QH02AB03,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,fluocortolone
QH,QH02,QH02A,QH02AB,QH02AB04,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,methylprednisolone
QH,QH02,QH02A,QH02AB,QH02AB05,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,paramethasone
QH,QH02,QH02A,QH02AB,QH02AB06,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,prednisolone
QH,QH02,QH02A,QH02AB,QH02AB07,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,prednisone
QH,QH02,QH02A,QH02AB,QH02AB08,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,triamcinolone
QH,QH02,QH02A,QH02AB,QH02AB09,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,hydrocortisone
QH,QH02,QH02A,QH02AB,QH02AB10,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,cortisone
QH,QH02,QH02A,QH02AB,QH02AB11,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,prednylidene
QH,QH02,QH02A,QH02AB,QH02AB12,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,rimexolone
QH,QH02,QH02A,QH02AB,QH02AB13,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,deflazacort
QH,QH02,QH02A,QH02AB,QH02AB14,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,cloprednol
QH,QH02,QH02A,QH02AB,QH02AB15,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,meprednisone
QH,QH02,QH02A,QH02AB,QH02AB17,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,cortivazol
QH,QH02,QH02A,QH02AB,QH02AB18,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,vamorolone
QH,QH02,QH02A,QH02AB,QH02AB30,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,combinations of glucocorticoids
QH,QH02,QH02A,QH02AB,QH02AB56,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,"prednisolone, combinations"
QH,QH02,QH02A,QH02AB,QH02AB57,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,"prednisone, combinations"
QH,QH02,QH02A,QH02AB,QH02AB90,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,flumetasone
QH,QH02,QH02B,QH02BX,QH02BX01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, COMBINATIONS","Corticosteroids for systemic use, combinations","methylprednisolone, combinations"
QH,QH02,QH02B,QH02BX,QH02BX90,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, COMBINATIONS","Corticosteroids for systemic use, combinations","dexamethasone, combinations"
QH,QH02,QH02C,QH02CA,QH02CA01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CORTICOSTEROIDS FOR SYSTEMIC USE,ANTIADRENAL PREPARATIONS,Anticorticosteroids,trilostane
QH,QH02,QH02C,QH02CA,QH02CA02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CORTICOSTEROIDS FOR SYSTEMIC USE,ANTIADRENAL PREPARATIONS,Anticorticosteroids,osilodrostat
QH,QH02,QH02C,QH02CA,QH02CA03,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CORTICOSTEROIDS FOR SYSTEMIC USE,ANTIADRENAL PREPARATIONS,Anticorticosteroids,ketoconazole
QH,QH02,QH02C,QH02CA,QH02CA04,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CORTICOSTEROIDS FOR SYSTEMIC USE,ANTIADRENAL PREPARATIONS,Anticorticosteroids,levoketoconazole
QH,QH03,QH03A,QH03AA,QH03AA01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",THYROID THERAPY,THYROID PREPARATIONS,Thyroid hormones,levothyroxine sodium
QH,QH03,QH03A,QH03AA,QH03AA02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",THYROID THERAPY,THYROID PREPARATIONS,Thyroid hormones,liothyronine sodium
QH,QH03,QH03A,QH03AA,QH03AA03,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",THYROID THERAPY,THYROID PREPARATIONS,Thyroid hormones,combinations of levothyroxine and liothyronine
QH,QH03,QH03A,QH03AA,QH03AA04,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",THYROID THERAPY,THYROID PREPARATIONS,Thyroid hormones,tiratricol
QH,QH03,QH03A,QH03AA,QH03AA05,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",THYROID THERAPY,THYROID PREPARATIONS,Thyroid hormones,thyroid gland preparations
QH,QH03,QH03A,QH03AA,QH03AA51,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",THYROID THERAPY,THYROID PREPARATIONS,Thyroid hormones,levothyroxine sodium and iodine compounds
QH,QH03,QH03B,QH03BA,QH03BA01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",THYROID THERAPY,ANTITHYROID PREPARATIONS,Thiouracils,methylthiouracil
QH,QH03,QH03B,QH03BA,QH03BA02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",THYROID THERAPY,ANTITHYROID PREPARATIONS,Thiouracils,propylthiouracil
QH,QH03,QH03B,QH03BA,QH03BA03,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",THYROID THERAPY,ANTITHYROID PREPARATIONS,Thiouracils,benzylthiouracil
QH,QH03,QH03B,QH03BB,QH03BB01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",THYROID THERAPY,ANTITHYROID PREPARATIONS,Sulfur-containing imidazole derivatives,carbimazole
QH,QH03,QH03B,QH03BB,QH03BB02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",THYROID THERAPY,ANTITHYROID PREPARATIONS,Sulfur-containing imidazole derivatives,thiamazole
QH,QH03,QH03B,QH03BB,QH03BB52,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",THYROID THERAPY,ANTITHYROID PREPARATIONS,Sulfur-containing imidazole derivatives,"thiamazole, combinations"
QH,QH03,QH03B,QH03BC,QH03BC01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",THYROID THERAPY,ANTITHYROID PREPARATIONS,Perchlorates,potassium perchlorate
QH,QH03,QH03B,QH03BX,QH03BX01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",THYROID THERAPY,ANTITHYROID PREPARATIONS,Other antithyroid preparations,diiodotyrosine
QH,QH03,QH03B,QH03BX,QH03BX02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",THYROID THERAPY,ANTITHYROID PREPARATIONS,Other antithyroid preparations,dibromotyrosine
QH,QH03,QH03C,QH03CA,NA,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",THYROID THERAPY,IODINE THERAPY,Iodine therapy,NA
QH,QH04,QH04A,QH04AA,QH04AA01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PANCREATIC HORMONES,GLYCOGENOLYTIC HORMONES,Glycogenolytic hormones,glucagon
QH,QH04,QH04A,QH04AA,QH04AA02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",PANCREATIC HORMONES,GLYCOGENOLYTIC HORMONES,Glycogenolytic hormones,dasiglucagon
QH,QH05,QH05A,QH05AA,QH05AA01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CALCIUM HOMEOSTASIS,PARATHYROID HORMONES AND ANALOGUES,Parathyroid hormones and analogues,parathyroid gland extract
QH,QH05,QH05A,QH05AA,QH05AA02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CALCIUM HOMEOSTASIS,PARATHYROID HORMONES AND ANALOGUES,Parathyroid hormones and analogues,teriparatide
QH,QH05,QH05A,QH05AA,QH05AA03,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CALCIUM HOMEOSTASIS,PARATHYROID HORMONES AND ANALOGUES,Parathyroid hormones and analogues,parathyroid hormone
QH,QH05,QH05A,QH05AA,QH05AA04,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CALCIUM HOMEOSTASIS,PARATHYROID HORMONES AND ANALOGUES,Parathyroid hormones and analogues,abaloparatide
QH,QH05,QH05A,QH05AA,QH05AA05,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CALCIUM HOMEOSTASIS,PARATHYROID HORMONES AND ANALOGUES,Parathyroid hormones and analogues,palopegteriparatide
QH,QH05,QH05B,QH05BA,QH05BA01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULIN",CALCIUM HOMEOSTASIS,ANTI-PARATHYROID AGENTS,Calcitonin preparations,calcitonin (salmon synthetic)
