atc_level_01_code,atc_level_02_code,atc_level_03_code,atc_level_04_code,atc_level_05_code,atc_level_01_name,atc_level_02_name,atc_level_03_name,atc_level_04_name,atc_level_05_name
QA,QA01,QA01A,QA01AB,QA01AB24,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,Antiinfectives and antiseptics for local oral treatment,octenidine
QA,QA01,QA01A,QA01AB,QA01AB25,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,Antiinfectives and antiseptics for local oral treatment,oxytetracycline
QA,QA01,QA01A,QA01AB,QA01AB53,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,Antiinfectives and antiseptics for local oral treatment,chlorhexidine and cetylpyridinium
QA,QA01,QA01A,QA01AC,QA01AC01,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,Corticosteroids for local oral treatment,triamcinolone
QA,QA01,QA01A,QA01AC,QA01AC02,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,Corticosteroids for local oral treatment,dexamethasone
QA,QA01,QA01A,QA01AC,QA01AC03,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,Corticosteroids for local oral treatment,hydrocortisone
QA,QA01,QA01A,QA01AC,QA01AC04,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,Corticosteroids for local oral treatment,prednisolone
QA,QA01,QA01A,QA01AC,QA01AC54,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,Corticosteroids for local oral treatment,"prednisolone, combinations"
QA,QA01,QA01A,QA01AD,QA01AD01,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,Other agents for local oral treatment,epinephrine
QA,QA01,QA01A,QA01AD,QA01AD02,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,Other agents for local oral treatment,benzydamine
QA,QA01,QA01A,QA01AD,QA01AD05,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,Other agents for local oral treatment,acetylsalicylic acid
QA,QA01,QA01A,QA01AD,QA01AD06,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,Other agents for local oral treatment,adrenalone
QA,QA01,QA01A,QA01AD,QA01AD07,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,Other agents for local oral treatment,amlexanox
QA,QA01,QA01A,QA01AD,QA01AD08,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,Other agents for local oral treatment,becaplermin
QA,QA01,QA01A,QA01AD,QA01AD11,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,Other agents for local oral treatment,various
QA,QA02,QA02A,QA02AA,QA02AA01,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,ANTACIDS,Magnesium compounds,magnesium carbonate
QA,QA02,QA02A,QA02AA,QA02AA02,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,ANTACIDS,Magnesium compounds,magnesium oxide
QA,QA02,QA02A,QA02AA,QA02AA03,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,ANTACIDS,Magnesium compounds,magnesium peroxide
QA,QA02,QA02A,QA02AA,QA02AA04,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,ANTACIDS,Magnesium compounds,magnesium hydroxide
QA,QA02,QA02A,QA02AA,QA02AA05,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,ANTACIDS,Magnesium compounds,magnesium silicate
QA,QA02,QA02A,QA02AA,QA02AA10,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,ANTACIDS,Magnesium compounds,combinations
QA,QA02,QA02A,QA02AB,QA02AB01,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,ANTACIDS,Aluminium compounds,aluminium hydroxide
QA,QA02,QA02A,QA02AB,QA02AB02,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,ANTACIDS,Aluminium compounds,algeldrate
QA,QA02,QA02A,QA02AB,QA02AB03,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,ANTACIDS,Aluminium compounds,aluminium phosphate
QA,QA02,QA02A,QA02AB,QA02AB04,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,ANTACIDS,Aluminium compounds,dihydroxialumini sodium carbonate
QA,QA02,QA02A,QA02AB,QA02AB05,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,ANTACIDS,Aluminium compounds,aluminium acetoacetate
QA,QA02,QA02A,QA02AB,QA02AB06,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,ANTACIDS,Aluminium compounds,aloglutamol
QA,QA02,QA02A,QA02AB,QA02AB07,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,ANTACIDS,Aluminium compounds,aluminium glycinate
QA,QA02,QA02A,QA02AB,QA02AB10,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,ANTACIDS,Aluminium compounds,combinations
QA,QA02,QA02A,QA02AC,QA02AC01,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,ANTACIDS,Calcium compounds,calcium carbonate
QA,QA02,QA02A,QA02AC,QA02AC02,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,ANTACIDS,Calcium compounds,calcium silicate
QA,QA02,QA02A,QA02AC,QA02AC10,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,ANTACIDS,Calcium compounds,combinations
QA,QA02,QA02A,QA02AD,QA02AD01,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,ANTACIDS,"Combinations and complexes of aluminium, calcium and magnesium compounds",ordinary salt combinations
QA,QA02,QA02A,QA02AD,QA02AD02,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,ANTACIDS,"Combinations and complexes of aluminium, calcium and magnesium compounds",magaldrate
QA,QA02,QA02A,QA02AD,QA02AD03,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,ANTACIDS,"Combinations and complexes of aluminium, calcium and magnesium compounds",almagate
QA,QA02,QA02A,QA02AD,QA02AD04,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,ANTACIDS,"Combinations and complexes of aluminium, calcium and magnesium compounds",hydrotalcite
QA,QA02,QA02A,QA02AD,QA02AD05,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,ANTACIDS,"Combinations and complexes of aluminium, calcium and magnesium compounds",almasilate
QA,QA02,QA02A,QA02AF,QA02AF01,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,ANTACIDS,Antacids with antiflatulents,magaldrate and antiflatulents
QA,QA02,QA02A,QA02AF,QA02AF02,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,ANTACIDS,Antacids with antiflatulents,ordinary salt combinations and antiflatulents
QA,QA02,QA02A,QA02AG,NA,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,ANTACIDS,Antacids with antispasmodics,NA
QA,QA02,QA02A,QA02AH,NA,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,ANTACIDS,Antacids with sodium bicarbonate,NA
QA,QA02,QA02A,QA02AX,NA,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,ANTACIDS,"Antacids, other combinations",NA
QA,QA02,QA02B,QA02BA,QA02BA01,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),H2-receptor antagonists,cimetidine
QA,QA02,QA02B,QA02BA,QA02BA02,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),H2-receptor antagonists,ranitidine
QA,QA02,QA02B,QA02BA,QA02BA03,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),H2-receptor antagonists,famotidine
QA,QA02,QA02B,QA02BA,QA02BA04,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),H2-receptor antagonists,nizatidine
QA,QA02,QA02B,QA02BA,QA02BA05,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),H2-receptor antagonists,niperotidine
QA,QA02,QA02B,QA02BA,QA02BA06,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),H2-receptor antagonists,roxatidine
QA,QA02,QA02B,QA02BA,QA02BA07,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),H2-receptor antagonists,ranitidine bismuth citrate
QA,QA02,QA02B,QA02BA,QA02BA08,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),H2-receptor antagonists,lafutidine
QA,QA02,QA02B,QA02BA,QA02BA51,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),H2-receptor antagonists,"cimetidine, combinations"
QA,QA02,QA02B,QA02BA,QA02BA53,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),H2-receptor antagonists,"famotidine, combinations"
QA,QA02,QA02B,QA02BB,QA02BB01,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Prostaglandins,misoprostol
QA,QA02,QA02B,QA02BB,QA02BB02,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Prostaglandins,enprostil
QA,QA02,QA02B,QA02BC,QA02BC01,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Proton pump inhibitors,omeprazole
QA,QA02,QA02B,QA02BC,QA02BC02,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Proton pump inhibitors,pantoprazole
QA,QA02,QA02B,QA02BC,QA02BC03,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Proton pump inhibitors,lansoprazole
QA,QA02,QA02B,QA02BC,QA02BC04,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Proton pump inhibitors,rabeprazole
QA,QA02,QA02B,QA02BC,QA02BC05,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Proton pump inhibitors,esomeprazole
QA,QA02,QA02B,QA02BC,QA02BC06,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Proton pump inhibitors,dexlansoprazole
QA,QA02,QA02B,QA02BC,QA02BC07,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Proton pump inhibitors,dexrabeprazole
QA,QA02,QA02B,QA02BC,QA02BC08,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Proton pump inhibitors,vonoprazan
QA,QA02,QA02B,QA02BC,QA02BC09,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Proton pump inhibitors,tegoprazan
QA,QA02,QA02B,QA02BC,QA02BC51,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Proton pump inhibitors,"omeprazole, combinations"
QA,QA02,QA02B,QA02BC,QA02BC53,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Proton pump inhibitors,"lansoprazole, combinations"
QA,QA02,QA02B,QA02BC,QA02BC54,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Proton pump inhibitors,"rabeprazole, combinations"
QA,QA02,QA02B,QA02BD,QA02BD01,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Combinations for eradication of Helicobacter pylori,"omeprazole, amoxicillin and metronidazole"
QA,QA02,QA02B,QA02BD,QA02BD02,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Combinations for eradication of Helicobacter pylori,"lansoprazole, tetracycline and metronidazol"
QA,QA02,QA02B,QA02BD,QA02BD03,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Combinations for eradication of Helicobacter pylori,"lansoprazole, amoxixillin and metronidazol"
QA,QA02,QA02B,QA02BD,QA02BD04,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Combinations for eradication of Helicobacter pylori,"pantoprazole, amoxicillin and clarithromycin"
QA,QA02,QA02B,QA02BD,QA02BD05,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Combinations for eradication of Helicobacter pylori,"omeprazole, amoxicillin and clarithromycin"
QA,QA02,QA02B,QA02BD,QA02BD06,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Combinations for eradication of Helicobacter pylori,"esomeprazole, amoxicillin and clarithromycin"
QA,QA02,QA02B,QA02BD,QA02BD07,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Combinations for eradication of Helicobacter pylori,"lansoprazole, amoxicillin and clarithromycin"
QA,QA02,QA02B,QA02BD,QA02BD08,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Combinations for eradication of Helicobacter pylori,"bismuth subcitrate, tetracycline and metronidazol"
QA,QA02,QA02B,QA02BD,QA02BD09,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Combinations for eradication of Helicobacter pylori,"lansoprazole, clarithromycin and tinidazole"
QA,QA02,QA02B,QA02BD,QA02BD10,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Combinations for eradication of Helicobacter pylori,"lansoprazole, amoxicillin and levofloxacin"
QA,QA02,QA02B,QA02BD,QA02BD11,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Combinations for eradication of Helicobacter pylori,"pantoprazole, amoxicillin, clarithromycin and metronidazole"
QA,QA02,QA02B,QA02BD,QA02BD12,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Combinations for eradication of Helicobacter pylori,"rabeprazole, amoxicillin and clarithromycin"
QA,QA02,QA02B,QA02BD,QA02BD13,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Combinations for eradication of Helicobacter pylori,"rabeprazole, amoxicillin and metronidazole"
QA,QA02,QA02B,QA02BD,QA02BD14,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Combinations for eradication of Helicobacter pylori,"vonoprazan, amoxicillin and clarithromycin"
QA,QA02,QA02B,QA02BD,QA02BD15,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Combinations for eradication of Helicobacter pylori,"vonoprazan, amoxicillin and metronidazole"
QA,QA02,QA02B,QA02BD,QA02BD16,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Combinations for eradication of Helicobacter pylori,"omeprazole, amoxicillin and rifabutin"
QA,QA02,QA02B,QA02BD,QA02BD17,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Combinations for eradication of Helicobacter pylori,vonoprazan and amoxicillin
QA,QA02,QA02B,QA02BX,QA02BX01,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),carbenoxolone
QA,QA02,QA02B,QA02BX,QA02BX02,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),sucralfate
